timestamp,open,high,low,close,volume,symbol,timeframe,session_date,source_file,typical_price,cum_volume,cum_pv,session_vwap,true_range,atr,volume_percentile,body_displacement,bar_range,displacement_atr,vwap_distance,vwap_distance_atr,location_vs_vwap,high_volume_pass,low_displacement_pass,is_absorption_bar,absorption_side,block_reason
2024-01-02 09:30:00,17000.0,17001.35,16998.96,17000.37,119,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,17000.226666666666,119.0,2023026.9733333332,17000.226666666666,2.389999999999418,,,0.36999999999898137,2.389999999999418,,0.14333333333343035,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:31:00,17000.37,17000.84,16997.19,16998.03,107,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16998.686666666665,226.0,3841886.4466666663,16999.49755162242,3.650000000001455,,,2.3400000000001455,3.650000000001455,,-1.4675516224197054,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:32:00,16998.03,16998.61,16996.63,16997.65,112,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16997.63,338.0,5745621.006666666,16998.878717948715,1.9799999999995634,,,0.37999999999738066,1.9799999999995634,,-1.2287179487138928,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:33:00,16997.65,16999.4,16996.57,16998.58,90,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16998.183333333334,428.0,7275457.506666666,16998.732492211835,2.8300000000017462,,,0.930000000000291,2.8300000000017462,,-0.1524922118333052,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:34:00,16998.58,17000.04,16998.02,16999.15,111,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16999.07,539.0,9162354.276666665,16998.80199752628,2.0200000000004366,,,0.569999999999709,2.0200000000004366,,0.34800247372186277,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:35:00,16999.15,17000.99,16998.39,17000.21,98,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16999.863333333335,637.0,10828340.883333333,16998.965279958138,2.600000000002183,,,1.0599999999976717,2.600000000002183,,1.244720041861001,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:36:00,17000.21,17000.97,16998.7,16999.39,90,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16999.686666666665,727.0,12358312.683333334,16999.054585052727,2.2700000000004366,,,0.819999999999709,2.2700000000004366,,0.3354149472725112,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:37:00,16999.39,17000.33,16998.08,16998.98,145,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16999.13,872.0,14823186.533333333,16999.067125382262,2.25,,,0.4099999999998545,2.25,,-0.0871253822624567,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:38:00,16998.98,17000.81,16998.28,16999.48,132,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16999.52333333333,1004.0,17067123.613333333,16999.127104913678,2.530000000002474,,,0.5,2.530000000002474,,0.35289508632195066,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:39:00,16999.48,17000.07,16997.92,16998.87,129,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16998.953333333335,1133.0,19259988.593333334,16999.107319799943,2.150000000001455,,,0.6100000000005821,2.150000000001455,,-0.23731979994408903,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:40:00,16998.87,17000.82,16998.28,17000.23,117,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,16999.77666666667,1250.0,21248962.463333335,16999.16997066667,2.540000000000873,,,1.360000000000582,2.540000000000873,,1.0600293333300215,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:41:00,17000.23,17002.01,16999.3,17001.02,98,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,17000.77666666667,1348.0,22915038.576666668,16999.28677794263,2.709999999999127,,,0.7900000000008731,2.709999999999127,,1.7332220573698578,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
2024-01-02 09:42:00,17001.02,17001.85,16999.38,17000.23,118,MNQ,1m,2024-01-02,data/examples/synthetic_ohlcv_1m.csv,17000.486666666664,1466.0,24921096.003333334,16999.3833583447,2.469999999997526,,,0.7900000000008731,2.469999999997526,,0.8466416552982992,,unknown,False,False,False,unknown,ATR_UNAVAILABLE|VOLUME_LOOKBACK_UNAVAILABLE
